Model	Marker1	Marker2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*bb_vs_other	rs6626309	rs5381179	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6626309	rs4836002	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs6626309	rs4290825	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs6626309	rs3745648	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs6626309	rs3200471	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs6626309	rs2655294	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs6626309	rs2110117	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs6626309	rs1564940	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs6626309	rs1019763	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs6626309	rs474586	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs6626309	rs70591	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs6626309	rs615768	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs6626309	rs1160945	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs6626309	rs1706122	9	41	5	45	1.97561	0.61177	6.379904	0.747508	0.387266
aa*bb_vs_other	rs6626309	rs2251299	12	38	7	43	1.93985	0.693055	5.429605	1.039636	0.307906
aa*bb_vs_other	rs6626309	rs2796476	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs6626309	rs3341653	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs6626309	rs3886830	14	36	9	41	1.771605	0.685458	4.578815	0.903444	0.34186
aa*bb_vs_other	rs6626309	rs4432007	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs6626309	rs4977184	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs9338600	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6626309	rs9883777	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.6737
aa*bb_vs_other	rs6626309	rs10428954	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs10974131	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs11519308	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs12064485	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs12609662	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs13154839	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs13700016	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs6626309	rs14245193	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6626309	rs14790370	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs5987737	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs5987737	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5987737	rs1414097	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5987737	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs5987737	rs10846239	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs6471533	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs5987737	rs4836002	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5987737	rs3745648	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs2655294	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs5987737	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5987737	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs5987737	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs5987737	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs5987737	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs5987737	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs5987737	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs5987737	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs5987737	rs2251299	3	47	5	45	0.574468	0.12965	2.545428	0.13587	0.712422
aa*bb_vs_other	rs5987737	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs5987737	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs5987737	rs3886830	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs5987737	rs4432007	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs5987737	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs5987737	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs5987737	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs5987737	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs5987737	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs5987737	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs5987737	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs5987737	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs5987737	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs5987737	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs5987737	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs5987737	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs5987737	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs5987737	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs5987737	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs5987737	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs5987737	rs13700016	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs5987737	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs5987737	rs14790370	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs715359	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs715359	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs715359	rs1414097	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs715359	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs715359	rs10846239	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs6471533	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs5381179	9	41	16	34	0.466463	0.183185	1.187804	1.92	0.165857
aa*bb_vs_other	rs715359	rs4836002	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs715359	rs3745648	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs3200471	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs2655294	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs715359	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs715359	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs715359	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs715359	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs715359	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs715359	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs715359	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs715359	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs715359	rs2251299	3	47	5	45	0.574468	0.12965	2.545428	0.13587	0.712422
aa*bb_vs_other	rs715359	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs715359	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs715359	rs3886830	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs715359	rs4432007	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs715359	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs715359	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs715359	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs715359	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs715359	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs715359	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs715359	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs715359	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs715359	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs715359	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs715359	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs715359	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs715359	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs715359	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs715359	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs715359	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs715359	rs13700016	10	40	17	33	0.485294	0.195936	1.201976	1.826484	0.176543
aa*bb_vs_other	rs715359	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs715359	rs14790370	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2385226	rs11034952	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs2385226	rs1414097	5	45	2	48	2.666667	0.492282	14.445203	0.614439	0.433121
aa*bb_vs_other	rs2385226	rs951295	15	35	9	41	1.952381	0.761517	5.005526	1.370614	0.241706
aa*bb_vs_other	rs2385226	rs10882854	25	25	17	33	1.941176	0.866966	4.346384	2.011494	0.156112
aa*bb_vs_other	rs2385226	rs10846239	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2385226	rs6471533	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2385226	rs5926356	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2385226	rs5381179	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2385226	rs4836002	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs2385226	rs4290825	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs2385226	rs3745648	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2385226	rs3200471	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs2385226	rs2655294	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2385226	rs2110117	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs2385226	rs1564940	22	28	16	34	1.669643	0.738741	3.773593	1.061121	0.30296
aa*bb_vs_other	rs2385226	rs1019763	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs2385226	rs474586	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs2385226	rs70591	22	28	16	34	1.669643	0.738741	3.773593	1.061121	0.30296
aa*bb_vs_other	rs2385226	rs615768	22	28	16	34	1.669643	0.738741	3.773593	1.061121	0.30296
aa*bb_vs_other	rs2385226	rs1160945	21	29	16	34	1.538793	0.679353	3.485499	0.686401	0.407391
aa*bb_vs_other	rs2385226	rs1706122	9	41	5	45	1.97561	0.61177	6.379904	0.747508	0.387266
aa*bb_vs_other	rs2385226	rs2251299	16	34	11	39	1.668449	0.681816	4.082804	0.811771	0.367597
aa*bb_vs_other	rs2385226	rs2796476	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs2385226	rs3341653	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs2385226	rs3886830	18	32	13	37	1.600962	0.680153	3.768383	0.748013	0.387106
aa*bb_vs_other	rs2385226	rs4432007	9	41	8	42	1.152439	0.405268	3.277131	0	1
aa*bb_vs_other	rs2385226	rs4977184	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs2385226	rs5522361	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2385226	rs6067538	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2385226	rs6612715	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2385226	rs7157892	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2385226	rs7703069	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2385226	rs8248246	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2385226	rs8793423	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2385226	rs9338600	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs2385226	rs9883777	5	45	2	48	2.666667	0.492282	14.445203	0.614439	0.433121
aa*bb_vs_other	rs2385226	rs10428954	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2385226	rs10974131	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2385226	rs11519308	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2385226	rs12064485	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2385226	rs12609662	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2385226	rs13154839	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2385226	rs13700016	17	33	13	37	1.4662	0.619676	3.469144	0.428571	0.512691
aa*bb_vs_other	rs2385226	rs14245193	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2385226	rs14790370	14	36	11	39	1.378788	0.554767	3.426765	0.213333	0.644167
aa*bb_vs_other	rs11034952	rs1414097	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs11034952	rs951295	15	35	9	41	1.952381	0.761517	5.005526	1.370614	0.241706
aa*bb_vs_other	rs11034952	rs10882854	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs11034952	rs10846239	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs11034952	rs6471533	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs11034952	rs5926356	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs11034952	rs5381179	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs11034952	rs4836002	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs11034952	rs4290825	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs11034952	rs3745648	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs11034952	rs3200471	1	49	2	48	0.489796	0.042979	5.581791	0	1
aa*bb_vs_other	rs11034952	rs2655294	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs11034952	rs2110117	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs11034952	rs1564940	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs11034952	rs1019763	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs11034952	rs474586	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs11034952	rs70591	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs11034952	rs615768	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs11034952	rs1160945	16	34	12	38	1.490196	0.618137	3.592543	0.446429	0.504036
aa*bb_vs_other	rs11034952	rs1706122	9	41	5	45	1.97561	0.61177	6.379904	0.747508	0.387266
aa*bb_vs_other	rs11034952	rs2251299	12	38	7	43	1.93985	0.693055	5.429605	1.039636	0.307906
aa*bb_vs_other	rs11034952	rs2796476	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs11034952	rs3341653	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs11034952	rs3886830	14	36	9	41	1.771605	0.685458	4.578815	0.903444	0.34186
aa*bb_vs_other	rs11034952	rs4432007	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs11034952	rs4977184	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs9338600	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs11034952	rs9883777	4	46	2	48	2.086957	0.364506	11.948754	0.177305	0.6737
aa*bb_vs_other	rs11034952	rs10428954	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs10974131	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs11519308	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs12064485	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs12609662	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs13154839	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs13700016	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs11034952	rs14245193	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs11034952	rs14790370	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1414097	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs1414097	rs10882854	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs1414097	rs10846239	18	32	23	27	0.660326	0.296189	1.472135	0.66143	0.416055
aa*bb_vs_other	rs1414097	rs6471533	18	32	23	27	0.660326	0.296189	1.472135	0.66143	0.416055
aa*bb_vs_other	rs1414097	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1414097	rs5381179	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs1414097	rs4836002	14	36	22	28	0.494949	0.2153	1.137831	2.126736	0.144749
aa*bb_vs_other	rs1414097	rs4290825	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs1414097	rs3745648	18	32	23	27	0.660326	0.296189	1.472135	0.66143	0.416055
aa*bb_vs_other	rs1414097	rs3200471	12	38	21	29	0.43609	0.184856	1.028772	2.894618	0.088876
aa*bb_vs_other	rs1414097	rs2655294	18	32	23	27	0.660326	0.296189	1.472135	0.66143	0.416055
aa*bb_vs_other	rs1414097	rs2110117	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs1414097	rs1564940	10	40	7	43	1.535714	0.533381	4.421643	0.283487	0.594425
aa*bb_vs_other	rs1414097	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1414097	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1414097	rs70591	10	40	8	42	1.3125	0.470635	3.660278	0.067751	0.79464
aa*bb_vs_other	rs1414097	rs615768	10	40	8	42	1.3125	0.470635	3.660278	0.067751	0.79464
aa*bb_vs_other	rs1414097	rs1160945	10	40	8	42	1.3125	0.470635	3.660278	0.067751	0.79464
aa*bb_vs_other	rs1414097	rs1706122	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs1414097	rs2251299	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs1414097	rs2796476	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*bb_vs_other	rs1414097	rs3341653	7	43	11	39	0.577167	0.203584	1.63629	0.609756	0.43488
aa*bb_vs_other	rs1414097	rs3886830	13	37	10	40	1.405405	0.55018	3.590031	0.225861	0.63461
aa*bb_vs_other	rs1414097	rs4432007	11	39	5	45	2.538461	0.811198	7.943545	1.860119	0.172611
aa*bb_vs_other	rs1414097	rs4977184	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs1414097	rs5522361	9	41	5	45	1.97561	0.61177	6.379904	0.747508	0.387266
aa*bb_vs_other	rs1414097	rs6067538	9	41	5	45	1.97561	0.61177	6.379904	0.747508	0.387266
aa*bb_vs_other	rs1414097	rs6612715	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs1414097	rs7157892	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs1414097	rs7703069	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs1414097	rs8248246	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs1414097	rs8793423	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs1414097	rs9338600	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.35591
aa*bb_vs_other	rs1414097	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs1414097	rs10428954	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1414097	rs10974131	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1414097	rs11519308	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1414097	rs12064485	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1414097	rs12609662	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1414097	rs13154839	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1414097	rs13700016	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
